0,cramergan,progan
1,cramergan,real
2,cramergan,real
3,cramergan,real
4,cramergan,progan
5,cramergan,real
6,cramergan,mmdgan
7,cramergan,real
8,cramergan,real
9,cramergan,mmdgan
10,cramergan,progan
11,cramergan,real
12,cramergan,real
13,cramergan,real
14,cramergan,real
15,cramergan,real
16,cramergan,progan
17,cramergan,real
18,cramergan,real
19,cramergan,real
20,cramergan,real
21,cramergan,real
22,cramergan,progan
23,cramergan,real
24,cramergan,mmdgan
25,cramergan,real
26,cramergan,real
27,cramergan,real
28,cramergan,mmdgan
29,cramergan,real
30,cramergan,real
31,cramergan,real
32,cramergan,real
33,cramergan,real
34,cramergan,real
35,cramergan,mmdgan
36,cramergan,real
37,cramergan,real
38,cramergan,mmdgan
39,cramergan,mmdgan
40,cramergan,real
41,cramergan,real
42,cramergan,real
43,cramergan,mmdgan
44,cramergan,real
45,cramergan,real
46,cramergan,real
47,cramergan,mmdgan
48,cramergan,real
49,cramergan,real
50,cramergan,real
51,cramergan,mmdgan
52,cramergan,real
53,cramergan,real
54,cramergan,real
55,cramergan,real
56,cramergan,real
57,cramergan,real
58,cramergan,real
59,cramergan,real
60,cramergan,progan
61,cramergan,real
62,cramergan,real
63,cramergan,real
64,cramergan,real
65,cramergan,real
66,cramergan,real
67,cramergan,real
68,cramergan,real
69,cramergan,progan
70,cramergan,progan
71,cramergan,real
72,cramergan,real
73,cramergan,real
74,cramergan,progan
75,cramergan,real
76,cramergan,real
77,cramergan,mmdgan
78,cramergan,real
79,cramergan,real
80,cramergan,cramergan
81,cramergan,real
82,cramergan,progan
83,cramergan,real
84,cramergan,real
85,cramergan,real
86,cramergan,mmdgan
87,cramergan,progan
88,cramergan,real
89,cramergan,real
90,cramergan,cramergan
91,cramergan,real
92,cramergan,mmdgan
93,cramergan,progan
94,cramergan,progan
95,cramergan,sngan
96,cramergan,real
97,cramergan,real
98,cramergan,real
99,cramergan,real
100,cramergan,real
101,cramergan,real
102,cramergan,progan
103,cramergan,progan
104,cramergan,real
105,cramergan,mmdgan
106,cramergan,cramergan
107,cramergan,mmdgan
108,cramergan,real
109,cramergan,mmdgan
110,cramergan,real
111,cramergan,progan
112,cramergan,cramergan
113,cramergan,real
114,cramergan,mmdgan
115,cramergan,real
116,cramergan,real
117,cramergan,real
118,cramergan,progan
119,cramergan,progan
120,cramergan,real
121,cramergan,real
122,cramergan,real
123,cramergan,real
124,cramergan,real
125,cramergan,real
126,cramergan,real
127,cramergan,real
128,cramergan,real
129,cramergan,real
130,cramergan,cramergan
131,cramergan,real
132,cramergan,progan
133,cramergan,real
134,cramergan,real
135,cramergan,real
136,cramergan,real
137,cramergan,real
138,cramergan,cramergan
139,cramergan,real
140,cramergan,real
141,cramergan,progan
142,cramergan,real
